Time,X,Y,Z
1.350000000000071054e+01,7.448852663626805537e+00,1.430516484366969898e+01,1.693237840732956556e+01
1.350500000000071132e+01,7.871652082741679379e+00,1.511082342264275269e+01,1.715482338064197165e+01
1.351000000000071211e+01,8.317797480545120692e+00,1.595202314494367002e+01,1.743750321196985098e+01
1.351500000000071289e+01,8.787963832363615779e+00,1.682745547268863717e+01,1.778616566010671107e+01
1.352000000000071367e+01,9.282689518841145571e+00,1.773507277026520867e+01,1.820696182897768622e+01
1.352500000000071445e+01,9.802337141693012512e+00,1.867194662920093151e+01,1.870640488667062229e+01
1.353000000000071523e+01,1.034704796469173971e+01,1.963411268312327351e+01,1.929130277521718639e+01
1.353500000000071601e+01,1.091668963235506773e+01,2.061640448736407905e+01,1.996865849824744643e+01
1.354000000000071680e+01,1.151079704044079932e+01,2.161228086818512040e+01,2.074553097753844000e+01
1.354500000000071758e+01,1.212850656251916703e+01,2.261365348852524093e+01,2.162884919608947598e+01
1.355000000000071836e+01,1.276848429988445233e+01,2.361072425088253723e+01,2.262517260418841758e+01
1.355500000000071914e+01,1.342884964026543315e+01,2.459184552148276026e+01,2.374039181989618186e+01
1.356000000000071992e+01,1.410709620015585131e+01,2.554341987385693713e+01,2.497936581608454532e+01
1.356500000000072070e+01,1.480001318915626918e+01,2.644985983658315121e+01,2.634549538303771854e+01
1.357000000000072149e+01,1.550361135409493940e+01,2.729363153201251890e+01,2.784023799191036019e+01
1.357500000000072227e+01,1.621305888584123878e+01,2.805540844312793425e+01,2.946257645892093535e+01
1.358000000000072305e+01,1.692263391031103836e+01,2.871436196401600682e+01,3.120846300899663106e+01
1.358500000000072383e+01,1.762570129368638661e+01,2.924861282896295123e+01,3.307027109953471466e+01
1.359000000000072461e+01,1.831472227207812864e+01,2.963586088347958380e+01,3.503629884154552343e+01
1.359500000000072539e+01,1.898130562111294850e+01,2.985419903428886457e+01,3.709037860215146765e+01
1.360000000000072617e+01,1.961630843758272036e+01,2.988310015065485814e+01,3.921165532784686292e+01
1.360500000000072696e+01,2.020999285306368520e+01,2.970454359674657496e+01,4.137459874937664495e+01
1.361000000000072774e+01,2.075224195126810400e+01,2.930422257883921233e+01,4.354930924522637525e+01
1.361500000000072852e+01,2.123283377699222996e+01,2.867274764868835746e+01,4.570216154269067488e+01
1.362000000000072930e+01,2.164176678638013129e+01,2.780673991904127362e+01,4.779680364988699637e+01
1.362500000000073008e+01,2.196962385110884952e+01,2.670969504296772357e+01,4.979549149206312819e+01
1.363000000000073086e+01,2.220795572626983727e+01,2.539250081599876196e+01,5.166069629461395607e+01
1.363500000000073165e+01,2.234965966760552547e+01,2.387351084128273371e+01,5.335687799639094209e+01
1.364000000000073243e+01,2.238932564809473647e+01,2.217811454386659875e+01,5.485228183652731104e+01
1.364500000000073321e+01,2.232352224353723713e+01,2.033779650281598705e+01,5.612059485298684081e+01
1.365000000000073399e+01,2.215099723016801292e+01,1.838873823192471235e+01,5.714230056541632763e+01
1.365500000000073477e+01,2.187277421601082494e+01,1.637007307592327976e+01,5.790559590607788465e+01
1.366000000000073555e+01,2.149213554962533834e+01,1.432194916528296957e+01,5.840678178927331743e+01
1.366500000000073634e+01,2.101449212258498278e+01,1.228357788913137583e+01,5.865010001377356019e+01
1.367000000000073712e+01,2.044715100792274853e+01,1.029144198949912159e+01,5.864705372183924936e+01
1.367500000000073790e+01,1.979900066494260003e+01,8.377809489242082464e+00,5.841530507072589273e+01
1.368000000000073868e+01,1.908013951691244614e+01,6.569653540070229170e+00,5.797728298141328906e+01
1.368500000000073946e+01,1.830147643615030262e+01,4.888023339258034561e+00,5.735865089764470781e+01
1.369000000000074024e+01,1.747433103094677875e+01,3.347857549431918933e+00,5.658677940152502828e+01
1.369500000000074103e+01,1.661005814504738254e+01,1.958187469724057772e+00,5.568934549212595186e+01
1.370000000000074181e+01,1.571971553982571734e+01,7.226476092597104994e-01,5.469314611222692690e+01
1.370500000000074259e+01,1.481378735365855626e+01,-3.598022869074735119e-01,5.362317549067131495e+01
1.371000000000074337e+01,1.390196957125730037e+01,-1.294039000902142300e+00,5.250198039845688669e+01
1.371500000000074415e+01,1.299301811933482931e+01,-2.087905270985036310e+00,5.134927881070263567e+01
1.372000000000074493e+01,1.209465578338761205e+01,-2.751373113180564545e+00,5.018180775198416654e+01
1.372500000000074571e+01,1.121353108707993762e+01,-3.295787395715214618e+00,4.901335533205551087e+01
1.373000000000074650e+01,1.035522054246463775e+01,-3.733217084467602476e+00,4.785492884914728506e+01
1.373500000000074728e+01,9.524265071274726324e+00,-4.075925549679560334e+00,4.671501336460669052e+01
1.374000000000074806e+01,8.724231647981323334e+00,-4.335959124012416233e+00,4.559988123316560404e+01
1.374500000000074884e+01,7.957792045547683379e+00,-4.524844813801880861e+00,4.451392086057825992e+01
1.375000000000074962e+01,7.226811724528872105e+00,-4.653383240809541022e+00,4.345996104728384779e+01
1.375500000000075040e+01,6.532443194659360408e+00,-4.731520819537604616e+00,4.243957473163890626e+01
1.376000000000075119e+01,5.875219450319202785e+00,-4.768285083358528631e+00,4.145335225785557043e+01
1.376500000000075197e+01,5.255144244126456421e+00,-4.771768256801759200e+00,4.050113927274319536e+01
1.377000000000075275e+01,4.671776965999178799e+00,-4.749146058089058542e+00,3.958223802915361489e+01
1.377500000000075353e+01,4.124310719938842240e+00,-4.706720881056077666e+00,3.869557339544152086e+01
1.378000000000075431e+01,3.611642840710143076e+00,-4.649980662801501019e+00,3.783982644793250927e+01
1.378500000000075509e+01,3.132437583730641517e+00,-4.583666720359775404e+00,3.701353937519839121e+01
1.379000000000075588e+01,2.685181076489269181e+00,-4.511845549335196104e+00,3.621519574842847078e+01
1.379500000000075666e+01,2.268228863238781479e+00,-4.437980991568069911e+00,3.544328017939272968e+01
1.380000000000075744e+01,1.879846530136986660e+00,-4.365004306374047793e+00,3.469632112921113531e+01
1.380500000000075822e+01,1.518243986466859319e+00,-4.295380550141849163e+00,3.397292024679666866e+01
1.381000000000075900e+01,1.181604016816636404e+00,-4.231170320643450999e+00,3.327177117614281343e+01
1.381500000000075978e+01,8.681057235595801558e-01,-4.174086395578226139e+00,3.259167032417568777e+01
1.382000000000076056e+01,5.759434599276291866e-01,-4.125545127316329719e+00,3.193152165562078082e+01
1.382500000000076135e+01,3.033418199938231474e-01,-4.086712680443842949e+00,3.129033719528427682e+01
1.383000000000076213e+01,4.856720928030366924e-02,-4.058546342939379770e+00,3.066723457935664854e+01
1.383500000000076291e+01,-1.900635269946466532e-01,-4.041831227591441866e+00,3.006143270785852550e+01
1.384000000000076369e+01,-4.141769887068545986e-01,-4.037212724665289798e+00,2.947224630845687798e+01
1.384500000000076447e+01,-6.253392359370089082e-01,-4.045225082754189572e+00,2.889908002371354456e+01
1.385000000000076525e+01,-8.250535959085374405e-01,-4.066316491718789727e+00,2.834142247445427643e+01
1.385500000000076604e+01,-1.014759964346646059e+00,-4.100871026474293579e+00,2.779884062608886097e+01
1.386000000000076682e+01,-1.195835341430860677e+00,-4.149227787923845945e+00,2.727097468720536000e+01
1.386500000000076760e+01,-1.369595376463193848e+00,-4.211697550821661196e+00,2.675753369580991858e+01
1.387000000000076838e+01,-1.537296725738154457e+00,-4.288577199922572802e+00,2.625829189389884988e+01
1.387500000000076916e+01,-1.700140055019318197e+00,-4.380162206773110967e+00,2.577308595189551710e+01
1.388000000000076994e+01,-1.859273541692196385e+00,-4.486757370693205793e+00,2.530181307767403354e+01
1.388500000000077073e+01,-2.015796752288244509e+00,-4.608686019265182843e+00,2.484443002774944631e+01
1.389000000000077151e+01,-2.170764788874746110e+00,-4.746297836097237877e+00,2.440095302852317616e+01
1.389500000000077229e+01,-2.325192612982895479e+00,-4.899975456689026565e+00,2.397145861141312650e+01
1.390000000000077307e+01,-2.480059468484571372e+00,-5.070139946699782740e+00,2.355608536578328227e+01
1.390500000000077385e+01,-2.636313335285147552e+00,-5.257255250519565770e+00,2.315503661660206092e+01
1.391000000000077463e+01,-2.794875354005453172e+00,-5.461831671422967105e+00,2.276858403869705327e+01
1.391500000000077542e+01,-2.956644168081579149e+00,-5.684428417342676454e+00,2.239707222548611654e+01
1.392000000000077620e+01,-3.122500133987060167e+00,-5.925655217996093072e+00,2.204092423640162579e+01
1.392500000000077698e+01,-3.293309352617543428e+00,-6.186172989252673560e+00,2.170064815318632867e+01
1.393000000000077776e+01,-3.469927475281755491e+00,-6.466693488731121597e+00,2.137684468012535532e+01
1.393500000000077854e+01,-3.653203236191575609e+00,-6.767977872125846339e+00,2.107021582633736045e+01
1.394000000000077932e+01,-3.843981659785049576e+00,-7.090834022127983971e+00,2.078157470862298339e+01
1.394500000000078010e+01,-4.043106885566766451e+00,-7.436112480476663400e+00,2.051185651004683663e+01
1.395000000000078089e+01,-4.251424545301159874e+00,-7.804700768130761190e+00,2.026213062117840025e+01
1.395500000000078167e+01,-4.469783617214893923e+00,-8.197515828342588406e+00,2.003361397622619577e+01
1.396000000000078245e+01,-4.699037669208706802e+00,-8.615494272230094452e+00,1.982768557330867054e+01
1.396500000000078323e+01,-4.940045387797264986e+00,-9.059580046193039138e+00,1.964590213453778134e+01
1.397000000000078401e+01,-5.193670271451133580e+00,-9.530709075454703694e+00,1.949001481468285846e+01
1.397500000000078479e+01,-5.460779346107879739e+00,-1.002979036889598952e+01,1.936198680361816926e+01
1.398000000000078558e+01,-5.742240736820059865e+00,-1.055768299867179927e+01,1.926401158362466148e+01
1.398500000000078636e+01,-6.038919902903393755e+00,-1.111516829636000026e+01,1.919853149338741716e+01
1.399000000000078714e+01,-6.351674314804689914e+00,-1.170291653946361699e+01,1.916825611110065353e+01
1.399500000000078792e+01,-6.681346319753245666e+00,-1.232144734366224625e+01,1.917617979390267280e+01
1.400000000000078870e+01,-7.028753910986237585e+00,-1.297108293534879131e+01,1.922559749415243502e+01
1.400500000000078948e+01,-7.394679083344963821e+00,-1.365189346674650395e+01,1.932011770930473205e+01
1.401000000000079027e+01,-7.779853428388938674e+00,-1.436363356702102934e+01,1.946367110676379397e+01
1.401500000000079105e+01,-8.184940597797272233e+00,-1.510566941642001382e+01,1.966051299552303178e+01
1.402000000000079183e+01,-8.610515248738995098e+00,-1.587689581074618950e+01,1.991521739359053456e+01
1.402500000000079261e+01,-9.057038084444412718e+00,-1.667564297996302614e+01,2.023265997074440747e+01
1.403000000000079339e+01,-9.524826624315238632e+00,-1.749957337232289589e+01,2.061798664504426526e+01
1.403500000000079417e+01,-1.001402138925407037e+01,-1.834556925336765687e+01,2.107656410560981186e+01
1.404000000000079496e+01,-1.052454728001566941e+01,-1.920961283892595617e+01,2.161390806634862827e+01
1.404500000000079574e+01,-1.105607007159396282e+01,-2.008666182232373387e+01,2.223558468903771868e+01
1.405000000000079652e+01,-1.160794815863928875e+01,-2.097052459929098234e+01,2.294708043792940799e+01
1.405500000000079730e+01,-1.217917997983953882e+01,-2.185374125170726245e+01,2.375363575876786371e+01
1.406000000000079808e+01,-1.276834793629360476e+01,-2.272747840315746259e+01,2.466003855889951879e+01
1.406500000000079886e+01,-1.337356011002710687e+01,-2.358144833493457071e+01,2.567037467347635626e+01
1.407000000000079964e+01,-1.399239168717195803e+01,-2.440386510951561050e+01,2.678773452087402518e+01
1.407500000000080043e+01,-1.462182868816075931e+01,-2.518145265645721764e+01,2.801387815533434633e+01
1.408000000000080121e+01,-1.525821738049905285e+01,-2.589952149039617879e+01,2.934886504923295192e+01
1.408500000000080199e+01,-1.589722355222010108e+01,-2.654213149372124647e+01,3.079066021857115487e+01
1.409000000000080277e+01,-1.653380658278716453e+01,-2.709235744717636152e+01,3.233473462007416543e+01
1.409500000000080355e+01,-1.716221385946311173e+01,-2.753267111466007222e+01,3.397368474065174837e+01
1.410000000000080433e+01,-1.777600141812881773e+01,-2.784544810229638756e+01,3.569690331594693333e+01
1.410500000000080512e+01,-1.836808658343985812e+01,-2.801359900596558106e+01,3.749033916680812695e+01
1.411000000000080590e+01,-1.893083768375574394e+01,-2.802131247477015208e+01,3.933638793417048873e+01
1.411500000000080668e+01,-1.945620448201877295e+01,-2.785488323362826790e+01,4.121395553400482470e+01
1.412000000000080746e+01,-1.993589071175782124e+01,-2.750358201839479833e+01,4.309873099078439651e+01
1.412500000000080824e+01,-2.036156705179840642e+01,-2.696050874887896498e+01,4.496369386363328857e+01
1.413000000000080902e+01,-2.072511916268940624e+01,-2.622335773523175106e+01,4.677986346434382625e+01
1.413500000000080981e+01,-2.101892134784819177e+01,-2.529501725221633279e+01,4.851727336503999055e+01
1.414000000000081059e+01,-2.123612245010514954e+01,-2.418392816205786389e+01,5.014612759447297208e+01
1.414500000000081137e+01,-2.137092731523282652e+01,-2.290413920483914012e+01,5.163806805341838668e+01
1.415000000000081215e+01,-2.141885513895586968e+01,-2.147502023281712979e+01,5.296746054879562138e+01
1.415500000000081293e+01,-2.137695576562907007e+01,-1.992062705309470516e+01,5.411259399898527533e+01
1.416000000000081371e+01,-2.124396681956756439e+01,-1.826874856763903310e+01,5.505668731475702771e+01
1.416500000000081450e+01,-2.102039841393214914e+01,-1.654970295361854227e+01,5.578861268147093000e+01
1.417000000000081528e+01,-2.070853774304753969e+01,-1.479497869854909808e+01,5.630327125706069324e+01
1.417500000000081606e+01,-2.031237246001023067e+01,-1.303583333498074914e+01,5.660159380270365403e+01
1.418000000000081684e+01,-1.983743851324194551e+01,-1.130196481770630612e+01,5.669017870590630537e+01
1.418500000000081762e+01,-1.929060416826204971e+01,-9.620357621954942928e+00,5.658061681801719089e+01
1.419000000000081840e+01,-1.867980651442362472e+01,-8.014380592316969754e+00,5.628858088150825978e+01
1.419500000000081918e+01,-1.801375936199975314e+01,-6.503181163960986666e+00,5.583277341374922287e+01
1.420000000000081997e+01,-1.730165192437954147e+01,-5.101386467842219830e+00,5.523382966676901162e+01
1.420500000000082075e+01,-1.655285623552857999e+01,-3.819091232681565806e+00,5.451326310444363799e+01
1.421000000000082153e+01,-1.577665831107296768e+01,-2.662089090179188933e+00,5.369252295626662885e+01
1.421500000000082231e+01,-1.498202419871585001e+01,-1.632289745030990780e+00,5.279221090025799157e+01
1.422000000000082309e+01,-1.417740787553960757e+01,-7.282594878257508952e-01,5.183148077335558668e+01
1.422500000000082387e+01,-1.337060395193961249e+01,5.417472495003128330e-02,5.082762456803835960e+01
1.423000000000082466e+01,-1.256864471001908612e+01,7.213091642176333584e-01,4.979583183884849262e+01
1.423500000000082544e+01,-1.177773835296792626e+01,1.280975448680358841e+00,4.874909880845422805e+01
1.424000000000082622e+01,-1.100324353759064522e+01,1.742008977961158056e+00,4.769825775089012865e+01
1.424500000000082700e+01,-1.024967425574731372e+01,2.113790350395344575e+00,4.665209581662747240e+01
1.425000000000082778e+01,-9.520728798675257565e+00,2.405866799388140187e+00,4.561753422025221738e+01
1.425500000000082856e+01,-8.819336722226287506e+00,2.627653282986640360e+00,4.459984247259200174e+01
1.426000000000082935e+01,-8.147718267864817676e+00,2.788207734325098386e+00,4.360286708621063667e+01
1.426500000000083013e+01,-7.507451437168185748e+00,2.896071880476615235e+00,4.262925913147912382e+01
1.427000000000083091e+01,-6.899542747517330987e+00,2.959167575672579709e+00,4.168068963761947998e+01
1.427500000000083169e+01,-6.324498525735226195e+00,2.984738344615784467e+00,4.075804581276219096e+01
1.428000000000083247e+01,-5.782394366087504345e+00,2.979326394553956980e+00,3.986160427013270180e+01
1.428500000000083325e+01,-5.272941055556957579e+00,2.948776398074949956e+00,3.899117988902909104e+01
1.429000000000083404e+01,-4.795545837968119507e+00,2.898258617333820286e+00,3.814625068044549039e+01
1.429500000000083482e+01,-4.349368348146386509e+00,2.832305254946497985e+00,3.732606017754494587e+01
1.430000000000083560e+01,-3.933370905205298751e+00,2.754855161707962186e+00,3.652969955182405215e+01
1.430500000000083638e+01,-3.546363122365125964e+00,2.669303141528123202e+00,3.575617198263143592e+01
1.431000000000083716e+01,-3.187040983466677524e+00,2.578551040850411979e+00,3.500444188219519503e+01
1.431500000000083794e+01,-2.854020667689232571e+00,2.485058589030264997e+00,3.427347148386000697e+01
1.432000000000083872e+01,-2.545867486994053408e+00,2.390892578261694101e+00,3.356224710285584933e+01
1.432500000000083951e+01,-2.261120346942349979e+00,2.297773455059719083e+00,3.286979712499461925e+01
1.433000000000084029e+01,-1.998312160378890701e+00,2.207118761493572112e+00,3.219520350355210070e+01
1.433500000000084107e+01,-1.755986642809739706e+00,2.120083134779265244e+00,3.153760827134718170e+01
1.434000000000084185e+01,-1.532711904257434421e+00,2.037594768190687855e+00,3.089621631819720804e+01
1.434500000000084263e+01,-1.327091229641309544e+00,1.960388371653237538e+00,3.027029545172155522e+01
1.435000000000084341e+01,-1.137771411810054145e+00,1.889034761112211136e+00,2.965917455564947858e+01
1.435500000000084420e+01,-9.634489708001611197e-01,1.823967263339060896e+00,2.906224048512768832e+01
1.436000000000084498e+01,-8.028745615145289616e-01,1.765505156308630808e+00,2.847893419187092690e+01
1.436500000000084576e+01,-6.548558410477903768e-01,1.713874381609625575e+00,2.790874645108575436e+01
1.437000000000084654e+01,-5.182590371415880526e-01,1.669225769780364521e+00,2.735121346408765319e+01
1.437500000000084732e+01,-3.920094312358601285e-01,1.631651015866913079e+00,2.680591253239471072e+01
1.438000000000084810e+01,-2.750909435707838413e-01,1.601196633694978333e+00,2.627245793783735550e+01
1.438500000000084889e+01,-1.665449839125403009e-01,1.577876105339310442e+00,2.575049711608700420e+01
1.439000000000084967e+01,-6.546870974301084722e-02,1.561680428473933846e+00,2.523970717546539788e+01
1.439500000000085045e+01,2.898718588217005787e-02,1.552587249663629487e+00,2.473979178674666457e+01
1.440000000000085123e+01,1.176210522358714650e-01,1.550568756866031572e+00,2.425047845101348898e+01
1.440500000000085201e+01,2.011831357615888050e-01,1.555598489884663538e+00,2.377151613988255008e+01
1.441000000000085279e+01,2.803786370372190473e-01,1.567657213519575432e+00,2.330267329425057810e+01
1.441500000000085357e+01,3.558709074341443457e-01,1.586737984868908713e+00,2.284373616305254373e+01
1.442000000000085436e+01,4.282847339643160445e-01,1.612850533732509417e+00,2.239450746150063765e+01
1.442500000000085514e+01,4.982096703874709931e-01,1.646025063397953181e+00,2.195480532820095831e+01
1.443000000000085592e+01,5.662033810171948067e-01,1.686315568256103514e+00,2.152446256189138651e+01
1.443500000000085670e+01,6.327949709372655551e-01,1.733802754680108471e+00,2.110332612090238058e+01
1.444000000000085748e+01,6.984882826290865765e-01,1.788596642374559176e+00,2.069125687151046478e+01
1.444500000000085826e+01,7.637651444187849581e-01,1.850838914914245015e+00,2.028812957491449254e+01
1.445000000000085905e+01,8.290885607715472450e-01,1.920705080388860120e+00,1.989383310646791614e+01
1.445500000000085983e+01,8.949058383749255441e-01,1.998406495887275369e+00,1.950827090495127436e+01
1.446000000000086061e+01,9.616516452372783075e-01,2.084192302920948148e+00,1.913136165401575539e+01
1.446500000000086139e+01,1.029751002748537259e+00,2.178351314721146181e+00,1.876304020245274629e+01
1.447000000000086217e+01,1.099622212865692950e+00,2.281213890560586766e+00,1.840325873465340223e+01
1.447500000000086295e+01,1.171679724343567708e+00,2.393153826748534829e+00,1.805198820754516476e+01
1.448000000000086374e+01,1.246336943272479569e+00,2.514590288619257041e+00,1.770922007547241606e+01
1.448500000000086452e+01,1.324008994139052264e+00,2.645989802552737302e+00,1.737496832998186136e+01
1.449000000000086530e+01,1.405115438215941648e+00,2.787868321692321683e+00,1.704927188734393440e+01
1.449500000000086608e+01,1.490082956321783669e+00,2.940793373394327670e+00,1.673219736295887827e+01
1.450000000000086686e+01,1.579348002874607859e+00,3.105386290372085245e+00,1.642384227863227153e+01
1.450500000000086764e+01,1.673359437678829886e+00,3.282324520763101994e+00,1.612433875613042034e+01
1.451000000000086843e+01,1.772581141013179318e+00,3.472344004697490494e+00,1.583385775850761412e+01
1.451500000000086921e+01,1.877494616285234175e+00,3.676241596077836071e+00,1.555261394949009457e+01
1.452000000000086999e+01,1.988601582731560624e+00,3.894877497840651515e+00,1.528087125074476127e+01
1.452500000000087077e+01,2.106426558295498630e+00,4.129177666538196512e+00,1.501894918716600635e+01
1.453000000000087155e+01,2.231519429809876165e+00,4.380136127161091686e+00,1.476723012135496127e+01
1.453500000000087233e+01,2.364458003826115373e+00,4.648817121131340713e+00,1.452616749015896680e+01
1.454000000000087311e+01,2.505850526711116633e+00,4.936356988642441657e+00,1.429629516832444835e+01
1.454500000000087390e+01,2.656338156791127503e+00,5.243965660199130241e+00,1.407823809672466808e+01
1.455000000000087468e+01,2.816597364129590719e+00,5.572927600370466195e+00,1.387272432483946538e+01
1.455500000000087546e+01,2.987342224709840899e+00,5.924602008325021707e+00,1.368059862857407616e+01
1.456000000000087624e+01,3.169326565027388298e+00,6.300422033416932521e+00,1.350283787423265913e+01
1.456500000000087702e+01,3.363345899995829225e+00,6.701892708527325659e+00,1.334056830628724022e+01
1.457000000000087780e+01,3.570239091186413471e+00,7.130587237477444162e+00,1.319508493883039968e+01
1.457500000000087859e+01,3.790889633236754985e+00,7.588141193936299267e+00,1.306787322601246260e+01
1.458000000000087937e+01,4.026226453191834587e+00,8.076244096102209724e+00,1.296063317233680756e+01
1.458500000000088015e+01,4.277224079926184253e+00,8.596627712338900551e+00,1.287530601547302034e+01
1.459000000000088093e+01,4.544902007929630727e+00,9.151050326392162759e+00,1.281410356712407683e+01
1.459500000000088171e+01,4.830323040875862617e+00,9.741276045761894764e+00,1.277954022488544084e+01
1.460000000000088249e+01,5.134590354794250189e+00,1.036904807305421272e+01,1.277446756166012243e+01
1.460500000000088328e+01,5.458842967660439527e+00,1.103605467887113711e+01,1.280211124870647232e+01
1.461000000000088406e+01,5.804249241306709273e+00,1.174388641934292821e+01,1.286610986114351540e+01
1.461500000000088484e+01,6.171997972536896526e+00,1.249398293830200934e+01,1.297055483556552602e+01
1.462000000000088562e+01,6.563286553539884771e+00,1.328756749447018848e+01,1.312003048064758381e+01
1.462500000000088640e+01,6.979305598265537647e+00,1.412556717543622931e+01,1.331965246336982922e+01
1.463000000000088718e+01,7.421219343692628811e+00,1.500851662890055849e+01,1.357510258449192087e+01
1.463500000000088797e+01,7.890141046931214319e+00,1.593644309538404791e+01,1.389265689621162103e+01
1.464000000000088875e+01,8.387102517287907233e+00,1.690873061766584939e+01,1.427920328478125533e+01
1.464500000000088953e+01,8.913016856390949982e+00,1.792396160082985901e+01,1.474224353130604293e+01
1.465000000000089031e+01,9.468633442959394131e+00,1.897973449392579326e+01,1.528987357989136164e+01
1.465500000000089109e+01,1.005448421069709752e+01,2.007245737324714696e+01,1.593073431338234158e+01
1.466000000000089187e+01,1.067082035313097066e+01,2.119711876276007345e+01,1.667392363099628838e+01
1.466500000000089265e+01,1.131753877990880319e+01,2.234703927931565204e+01,1.752885916235729979e+01
1.467000000000089344e+01,1.199409798405796224e+01,2.351361079058523629e+01,1.850507973745327561e+01
1.467500000000089422e+01,1.269942350394027564e+01,2.468603385015538265e+01,1.961197305711784722e+01
1.468000000000089500e+01,1.343180392525876421e+01,2.585106929036924583e+01,2.085841728346783697e+01
1.468500000000089578e+01,1.418877941319062330e+01,2.699282594837409732e+01,2.225232602521906244e+01
1.469000000000089656e+01,1.496702612646409669e+01,2.809261330923941813e+01,2.380009006537225247e+01
1.469500000000089734e+01,1.576224155214102218e+01,2.912889480715349322e+01,2.550591585620544777e+01
1.470000000000089813e+01,1.656903777559468338e+01,3.007738367037991267e+01,2.737107091727885688e+01
1.470500000000089891e+01,1.738085186089184120e+01,3.091132709995329719e+01,2.939306020176901413e+01
1.471000000000089969e+01,1.818988466762855793e+01,3.160202434266544103e+01,3.156477512563978394e+01
1.471500000000090047e+01,1.898708126659651185e+01,3.211961763008464033e+01,3.387367733747818477e+01
1.472000000000090125e+01,1.976216721971771051e+01,3.243417977888144321e+01,3.630110035037705529e+01
1.472500000000090203e+01,2.050375484868572329e+01,3.251709682290669434e+01,3.882177040683991720e+01
1.473000000000090282e+01,2.119953168974527813e+01,3.234270807539413539e+01,4.140365864908991966e+01
1.473500000000090360e+01,2.183653915340482499e+01,3.189012145739996384e+01,4.400827427951325888e+01
1.474000000000090438e+01,2.240154273837014287e+01,3.114507371869131447e+01,4.659148768704825727e+01
1.474500000000090516e+01,2.288148614534711456e+01,3.010166142375504705e+01,4.910493020842508116e+01
1.475000000000090594e+01,2.326401099458468025e+01,2.876373975324877819e+01,5.149795386811461384e+01
1.475500000000090672e+01,2.353801286004498294e+01,2.714578312543690686e+01,5.372005608569202195e+01
1.476000000000090751e+01,2.369419477595105050e+01,2.527303254335949845e+01,5.572359275206294882e+01
1.476500000000090829e+01,2.372557324076314700e+01,2.318082155626153451e+01,5.746653441765796089e+01
1.477000000000090907e+01,2.362789079777746082e+01,2.091306942775473132e+01,5.891498165507976381e+01
1.477500000000090985e+01,2.339989453296543331e+01,1.852004141518403912e+01,6.004516006439229869e+01
1.478000000000091063e+01,2.304345118379129076e+01,1.605558080800592080e+01,6.084466739227362808e+01
1.478500000000091141e+01,2.256348560254734892e+01,1.357409357048210197e+01,6.131283813668804328e+01
1.479000000000091219e+01,2.196774760188094078e+01,1.112759754899495412e+01,6.146020769797140559e+01
1.479500000000091298e+01,2.126642973511498624e+01,8.763128090860359265e+00,6.130717540738810101e+01
1.480000000000091376e+01,2.047167251021653911e+01,6.520726555810519187e+00,6.088206072374633493e+01
1.480500000000091454e+01,1.959700190885853388e+01,4.432143543523142881e+00,6.021880315260285244e+01
1.481000000000091532e+01,1.865674610445490345e+01,2.520285584833937165e+00,5.935456790387943471e+01
1.481500000000091610e+01,1.766547442575619087e+01,7.993423650854847295e-01,5.832749040684998931e+01
1.482000000000091688e+01,1.663749334841871885e+01,-7.245347296007789151e-01,5.717473571150100042e+01
1.482500000000091767e+01,1.558642356783116334e+01,-2.052166841738057634e+00,5.593097895016495613e+01
1.483000000000091845e+01,1.452487096964188495e+01,-3.190063813683464478e+00,5.462734477056029903e+01
1.483500000000091923e+01,1.346419415431388522e+01,-4.149073514858438116e+00,5.329078733371384402e+01
1.484000000000092001e+01,1.241436310388489517e+01,-4.943083640960381331e+00,5.194385336122525842e+01
1.484500000000092079e+01,1.138389802941946094e+01,-5.587858217630391700e+00,5.060474947497829845e+01
1.485000000000092157e+01,1.037987434984332502e+01,-6.100055582427871492e+00,4.928762914258487626e+01
1.485500000000092236e+01,9.407978751748002466e+00,-6.496445026619333873e+00,4.800301976051017760e+01
1.486000000000092314e+01,8.472601837818549697e+00,-6.793317387581813804e+00,4.675832235113242774e+01
1.486500000000092392e+01,7.576954441772745241e+00,-7.006070714203255001e+00,4.555833121046381962e+01
1.487000000000092470e+01,6.723196789641823656e+00,-7.148944594763505300e+00,4.440573582326908308e+01
1.487500000000092548e+01,5.912571948611438977e+00,-7.234874265421038508e+00,4.330158072120899249e+01
1.488000000000092626e+01,5.145537169542977907e+00,-7.275436589423360800e+00,4.224566984787850288e+01
1.488500000000092705e+01,4.421888645493449843e+00,-7.280863007891161587e+00,4.123691020746755953e+01
1.489000000000092783e+01,3.740876805271628136e+00,-7.260098530044944098e+00,4.027359530766658935e+01
1.489500000000092861e+01,3.101310524837983529e+00,-7.220890002811053421e+00,3.935363256206004223e+01
1.490000000000092939e+01,2.501649592539652911e+00,-7.169890811627447569e+00,3.847472085636938033e+01
1.490500000000093017e+01,1.940085448126723122e+00,-7.112772570564715124e+00,3.763448534923514188e+01
1.491000000000093095e+01,1.414610678651421871e+00,-7.054337168490283361e+00,3.683057665013317461e+01
1.491500000000093173e+01,9.230780445896853426e-01,-6.998624753663118980e+00,3.606074109363233049e+01
1.492000000000093252e+01,4.632499699034029472e-01,-6.949014920459941180e+00,3.532286813243808865e+01
1.492500000000093330e+01,3.283949659567780843e-02,-6.908319591541731697e+00,3.461502005674399385e+01
